Policy,Battery Capacity,Chemistry,Scenario,Scope,Year,Stage,Annual capacity gap (MT/year)
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2045,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2046,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2046,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2047,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2047,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2048,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2048,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2049,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2049,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,California-origin / US network,2050,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2025,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2025,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2026,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2026,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2027,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2027,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2028,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2028,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2029,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2029,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2030,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2031,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2031,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2032,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2032,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2033,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2033,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2034,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2034,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Preprocessing (black mass production),23218.130771450466
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2035,Materials recovery (refining),23218.130771450466
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2036,Preprocessing (black mass production),138544.83773778984
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2036,Materials recovery (refining),138544.83773778984
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2037,Preprocessing (black mass production),273034.75170515256
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2037,Materials recovery (refining),273034.75170515256
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2038,Preprocessing (black mass production),462834.0745937156
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2038,Materials recovery (refining),462834.0745937156
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2039,Preprocessing (black mass production),631742.5990122545
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2039,Materials recovery (refining),631742.5990122545
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Preprocessing (black mass production),806504.4948257955
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2040,Materials recovery (refining),806504.4948257955
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2041,Preprocessing (black mass production),985919.21660208
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2041,Materials recovery (refining),985919.21660208
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2042,Preprocessing (black mass production),1175075.3199833767
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2042,Materials recovery (refining),1175075.3199833767
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2043,Preprocessing (black mass production),1374995.3151871664
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2043,Materials recovery (refining),1374995.3151871664
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2044,Preprocessing (black mass production),1587268.136748617
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2044,Materials recovery (refining),1587268.136748617
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Preprocessing (black mass production),1811188.1674759206
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2045,Materials recovery (refining),1811188.1674759206
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2046,Preprocessing (black mass production),2049621.6931407289
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2046,Materials recovery (refining),2049621.6931407289
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2047,Preprocessing (black mass production),2286813.54160443
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2047,Materials recovery (refining),2286813.54160443
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2048,Preprocessing (black mass production),2515105.6353957956
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2048,Materials recovery (refining),2515105.6353957956
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2049,Preprocessing (black mass production),2727585.156063569
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2049,Materials recovery (refining),2727585.156063569
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Preprocessing (black mass production),2919378.0445363917
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,US-origin / US network,2050,Materials recovery (refining),2919378.0445363917
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2025,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2025,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2026,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2026,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2027,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2027,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2028,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2028,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2029,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2029,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2030,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2031,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2031,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2032,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2032,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2033,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2033,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2034,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2034,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2035,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2036,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2036,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2037,Preprocessing (black mass production),82680.68252588366
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2037,Materials recovery (refining),82680.68252588366
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2038,Preprocessing (black mass production),297664.7787143688
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2038,Materials recovery (refining),297664.7787143688
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2039,Preprocessing (black mass production),493428.19407431036
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2039,Materials recovery (refining),493428.19407431036
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Preprocessing (black mass production),699077.8890791752
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2040,Materials recovery (refining),699077.8890791752
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2041,Preprocessing (black mass production),914217.2460948715
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2041,Materials recovery (refining),914217.2460948715
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2042,Preprocessing (black mass production),1144251.4506125613
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2042,Materials recovery (refining),1144251.4506125613
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2043,Preprocessing (black mass production),1389406.0630879411
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2043,Materials recovery (refining),1389406.0630879411
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2044,Preprocessing (black mass production),1650810.3223505416
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2044,Materials recovery (refining),1650810.3223505416
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Preprocessing (black mass production),1926573.2277170988
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2045,Materials recovery (refining),1926573.2277170988
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2046,Preprocessing (black mass production),2219274.536884807
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2046,Materials recovery (refining),2219274.536884807
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2047,Preprocessing (black mass production),2510882.56820941
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2047,Materials recovery (refining),2510882.56820941
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2048,Preprocessing (black mass production),2792437.419577618
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2048,Materials recovery (refining),2792437.419577618
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2049,Preprocessing (black mass production),3055762.982406319
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2049,Materials recovery (refining),3055762.982406319
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Preprocessing (black mass production),3295206.2021011813
Rollback Policy,Decreasing Batt Cap,Benchmark Chemistry,Decreasing Batt Cap - Benchmark Chemistry,North America-origin / NA network,2050,Materials recovery (refining),3295206.2021011813
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2025,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2025,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2026,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2026,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2027,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2027,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2028,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2028,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2029,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2029,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2030,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2031,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2031,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2032,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2032,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2033,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2033,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2034,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2034,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2035,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2036,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2036,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2037,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2037,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2038,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2038,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2039,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2039,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2040,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2041,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2041,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2042,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2042,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2043,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2043,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2044,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2044,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2045,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2046,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2046,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2047,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2047,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2048,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2048,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2049,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2049,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,California-origin / US network,2050,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2025,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2025,Materials recovery (refining),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2026,Preprocessing (black mass production),0.0
Rollback Policy,Decreasing Batt Cap,High LFP Chemistry,Decreasing Batt Cap - High LFP Chemistry,US-origin / US network,2026,Materials recovery (refining),0.0
