State,Segment,Year,ret_ICE,ret_BEV,ret_PHEV,ret_EV,Growth_seg,add_BEV,add_PHEV,add_ICE,Demand_total
Quebec,Car,2047,47334.575614757516,99747,19053,118800,9848.933142051872,157717.75769984757,18255.16871132691,10.582345634922918,175983.5087568094
Quebec,SUV,2047,101190.01342611642,105707,20194,125901,9625.08357633062,212146.7647419035,24555.097906577525,14.234353966038356,236716.09700244706
Saskatchewan,Car,2047,3817.191855466928,7981,1523,9504,2097.94052708561,13818.743598378203,1599.4615916810403,0.9271924932937209,15419.132382552538
Saskatchewan,SUV,2047,21369.838363993276,23095,4402,27497,5498.067501818444,48722.24171054519,5639.395052221892,3.2691030446329097,54364.905865811714
Yukon,Car,2047,161.23967950331644,330,58,388,74.22581055042355,558.7545093807416,64.67349007314725,0.037490599851106705,623.46549005374
Yukon,SUV,2047,942.4205734998709,1010,189,1199,204.69563318630682,2102.6071706136418,243.3679580091751,0.14107806336079048,2346.1162066861775
Alberta,Car,2048,15647.958043033468,41043,7762,48805,15021.377300703009,71408.03278253421,8061.476774447196,4.825786755068198,79474.33534373647
Alberta,SUV,2048,75149.40685323476,106129,20014,126143,34420.22037258831,211788.81131121513,23909.503132128553,14.312782479386321,235712.62722582306
British Columbia,Car,2048,18700.86976203488,51770,9772,61542,11874.568581471776,82767.91531034322,9343.929540472418,5.593492691020546,92117.43834350666
British Columbia,SUV,2048,62745.466418583426,86226,16254,102480,18211.046949958796,164818.49773867888,18606.877122157905,11.138507705425786,183436.51336854222
Manitoba,Car,2048,4046.1511752619845,10032,1897,11929,2245.315232466454,16371.167584211536,1848.1924526981823,1.1063708187213008,18220.46640772844
Manitoba,SUV,2048,17918.80125674063,23300,4391,27691,4529.489626049297,45050.3689218139,5085.877436919244,3.0445240567809133,50139.29088278992
New Brunswick,Car,2048,3527.878553526687,8330,1575,9905,1158.5973714512359,13110.503997168695,1480.0859140923346,0.886013716894891,14591.475924977924
New Brunswick,SUV,2048,11108.142920269922,14012,2644,16656,1680.7188638974933,26456.335198866505,2986.738654349513,1.7879309513979802,29444.861784167417
Newfoundland and Labrador,Car,2048,1772.7238685951518,3988,754,4742,0,5853.5074696219435,660.8208163235136,0.3955826496946083,6514.7238685951515
Newfoundland and Labrador,SUV,2048,7642.133031745045,8985,1695,10680,0,16462.515483999156,1858.5050035952927,1.1125441505961737,18322.133031745045
Northwest Territories,Car,2048,55.448341629012944,124,21,145,8.255840797331338,187.52160727226436,21.169902360090177,0.012672793989711115,208.70418242634426
Northwest Territories,SUV,2048,612.4877386694136,732,136,868,40.22397983047135,1366.3660322260498,154.2533466469899,0.09233962684523557,1520.711718499885
Nova Scotia,Car,2048,4259.981818259061,10088,1909,11997,1378.5633252675864,15845.61330774391,1788.8609821567975,1.0708536259403332,17635.545143526648
Nova Scotia,SUV,2048,11530.303837403608,14562,2748,17310,1718.0269429104617,27456.791890140263,3099.683347912285,1.85554226152147,30558.33078031407
Nunavut,Car,2048,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2048,0,0,0,0,0,0,0,0,0
Ontario,Car,2048,57982.09197941925,149316,28242,177558,35668.826773484645,243682.38221132016,27510.06837733537,16.468164248413306,271208.91875290393
Ontario,SUV,2048,172926.04718394685,230965,43543,274508,48696.442700343,445775.3831201339,50324.98106462646,30.12569952946194,496130.4898842898
Prince Edward Island,Car,2048,717.5634143113011,1783,335,2118,443.7423865518294,2946.470393482118,332.63628359556407,0.199123785448189,3279.3058008631306
Prince Edward Island,SUV,2048,1970.6699106445449,2630,494,3124,574.6219031109678,5093.883125155474,575.064441702885,0.34424689715375034,5669.2918137555125
Quebec,Car,2048,41868.39206622249,105932,20040,125972,9937.929525865593,159734.58804487175,18032.93861239913,10.794934817217918,177778.3215920881
Quebec,SUV,2048,91429.72838894559,116808,22035,138843,9712.057223104692,215627.36403111444,24342.849387348855,14.572193586967654,239984.78561205027
Saskatchewan,Car,2048,3379.582399127385,8425,1597,10022,2097.94052708561,13926.388140796025,1572.193633885173,0.9411515317955972,15499.522926212994
Saskatchewan,SUV,2048,19338.90208589582,25410,4793,30203,5498.067501818444,49453.64985652491,5582.977631439955,3.3420997493964104,55039.969587714266
Yukon,Car,2048,142.8235754507332,345,64,409,55.66935791281766,545.8350184768316,61.621027112333415,0.03688777438582755,607.4929333635508
Yukon,SUV,2048,853.6308125678861,1107,207,1314,153.5217248897301,2085.5655573733457,235.446036632233,0.14094345203779937,2321.1525374576163
Alberta,Car,2049,13726.462702706987,42833,7962,50795,15076.066781166734,71689.73544665729,7902.915410266983,4.878626949441061,79597.52948387372
Alberta,SUV,2049,67548.53354888812,114805,21225,136030,34545.53670889628,214467.10357662992,23642.371774578827,14.594906575656786,238124.0702577844
British Columbia,Car,2049,16387.25098510276,54833,10172,65005,12016.173317537026,84128.55612688382,9274.143062689482,5.725113066480393,93408.42430263979
British Columbia,SUV,2049,56225.599772709546,94063,17367,111430,18428.214460435305,167596.90281570598,18475.506119851623,11.405297587238929,186083.81423314483
Manitoba,Car,2049,3535.2477932311544,10442,1939,12381,2262.3251963487755,16372.58212498623,1804.876678303443,1.1141862902580875,18178.57298957993
Manitoba,SUV,2049,16039.582768898039,25271,4672,29943,4563.803941398154,45524.74322434483,5018.545437984284,3.0980479670751646,50546.38671029619
New Brunswick,Car,2049,3081.8454034603174,8593,1599,10192,1158.5973714512359,12998.619568865503,1432.9386245178987,0.8845815281517555,14432.442774911553
New Brunswick,SUV,2049,9951.111966261313,15111,2793,17904,1680.7188638974933,26601.52786325225,2932.4926808185787,1.8102860879788747,29535.830830158808
Newfoundland and Labrador,Car,2049,1542.5693019337245,4112,768,4880,0,5784.504834873471,637.6708201734195,0.3936468868347829,6422.569301933725
Newfoundland and Labrador,SUV,2049,6821.413715738205,9732,1799,11531,0,16529.152256609053,1822.1366179346924,1.1248411944623442,18352.413715738207
Northwest Territories,Car,2049,48.25504115405567,128,21,149,0,177.65829929079288,19.58465186793344,0.012089995329343082,197.25504115405568
Northwest Territories,SUV,2049,546.7788306680882,794,145,939,0,1338.1708200430867,147.51694547899496,0.09106514600650895,1485.7788306680882
Nova Scotia,Car,2049,3721.718407420378,10402,1935,12337,1402.748646763509,15726.718677601402,1733.6781425651764,1.0702340173080072,17461.467054183886
Nova Scotia,SUV,2049,10329.256920443831,15696,2899,18595,1748.1677664702943,27625.204269158705,3045.3404684824686,1.8799492729557283,30672.424686914128
Nunavut,Car,2049,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2049,0,0,0,0,0,0,0,0,0
Ontario,Car,2049,50727.208880569175,155961,28989,184950,35892.31566304282,244589.8446364516,26963.03508904007,16.644818120313396,271569.524543612
Ontario,SUV,2049,154885.3789685736,250840,46355,297195,49001.55825610956,451300.8349588775,49750.39035981224,30.711905993486166,501081.9372246832
Prince Edward Island,Car,2049,628.3605041083792,1848,343,2191,420.3875241017331,2917.8880370058123,321.6614232067463,0.19856799755357427,3239.7480282101124
Prince Edward Island,SUV,2049,1769.332056511346,2841,522,3363,544.3786450524958,5112.745220123568,563.617549111313,0.347932328960545,5676.710701563842
Quebec,Car,2049,36564.74282279488,111011,20619,131630,9997.260448408073,160489.12140935886,17691.960262706896,10.921599137193136,178192.00327120296
Quebec,SUV,2049,81747.51802529496,127538,23548,151086,9770.039654287406,218501.56633304482,24087.121886867128,14.86945967042455,242603.55767958236
Saskatchewan,Car,2049,2953.7017318078397,8775,1635,10410,2114.8594023040423,13940.808967245723,1536.8034675035399,0.9486993626196427,15478.561134111882
Saskatchewan,SUV,2049,17318.545199553457,27571,5097,32668,5542.406755865367,50012.304416063955,5513.244104056803,3.4034352980617184,55528.95195541882
Yukon,Car,2049,124.8584293318923,362,66,428,55.66935791281766,548.0722374474119,60.41825240777363,0.03729738952434756,608.5277872447099
Yukon,SUV,2049,765.099052454874,1195,222,1417,153.5217248897301,2103.5833237195347,231.8943006586155,0.14315296645402031,2335.6207773446044
Alberta,Car,2050,11876.845122253097,44323,8021,52344,15076.066781166734,71584.5239070456,7707.487785151702,4.90021122252918,79296.91190341984
Alberta,SUV,2050,60104.09344679788,122888,22078,144966,34545.53670889628,216310.70357788217,23290.119353018486,14.807224793475159,239615.63015569415
British Columbia,Car,2050,14169.998773341962,57398,10372,67770,12016.173317537026,84818.02993092289,9132.336068926159,5.806091029955383,93956.172090879
British Columbia,SUV,2050,49882.64513052607,101414,18191,119605,18428.214460435305,169639.2333636647,18265.013827999443,11.612399297218206,187915.85959096137
Manitoba,Car,2050,3048.5173387477876,10761,1951,12712,2262.3251963487755,16269.947610291463,1751.7811899428896,1.1137348622090242,18022.842535096563
Manitoba,SUV,2050,14214.329868103996,27097,4867,31964,4563.803941398154,45806.972851664876,4932.025310211409,3.1356476258651926,50742.13380950215
New Brunswick,Car,2050,2656.53648583138,8790,1596,10386,1158.5973714512359,12819.936889244236,1380.3193984858012,0.8775695525804483,14201.133857282617
New Brunswick,SUV,2050,8824.58704299932,16140,2897,19037,1680.7188638974933,26669.03228258383,2871.4480357059438,1.8255886070403533,29542.305906896814
Newfoundland and Labrador,Car,2050,1325.2315205656864,4203,759,4962,0,5675.73773416585,611.1052622856415,0.38852411419550487,6287.231520565687
Newfoundland and Labrador,SUV,2050,6027.743215665826,10434,1873,12307,0,16551.512947312756,1782.0972593580016,1.133008995066827,18334.743215665825
Northwest Territories,Car,2050,41.46158831104502,132,21,153,0,175.54832695639584,18.901244457212456,0.01201689743672775,194.46158831104503
Northwest Territories,SUV,2050,483.23097652221355,849,148,997,0,1336.2642653204512,143.8752392355913,0.09147196617093808,1480.2309765222135
Nova Scotia,Car,2050,3208.3787267639946,10649,1928,12577,1402.748646763509,15516.416533170957,1670.6486873340837,1.0621530224607405,17188.127373527503
Nova Scotia,SUV,2050,9159.992094463672,16764,3013,19777,1748.1677664702943,27700.732688454314,2982.5309603686605,1.8962121109935153,30685.159860933967
Nunavut,Car,2050,0,0,0,0,0,0,0,0,0
Nunavut,SUV,2050,0,0,0,0,0,0,0,0,0
Ontario,Car,2050,43796.7247030157,161238,29183,190421,35892.31566304282,243839.238855445,26254.10986122455,16.691649388965512,270110.0403660585
Ontario,SUV,2050,137347.14624443118,269265,48357,317622,49001.55825610956,454954.70225510385,48984.859003629055,31.14324180779329,503970.7045005407
Prince Edward Island,Car,2050,542.792222271907,1905,344,2249,420.3875241017331,2899.764345527998,312.21690182639753,0.19849901924468524,3212.1797463736402
Prince Edward Island,SUV,2050,1572.4725433757537,3035,542,3577,544.3786450524958,5140.069351220522,553.4299814692985,0.3518557384293792,5693.85118842825
Quebec,Car,2050,31519.594874958773,115078,20806,135884,9997.260448408073,160146.9144787493,17242.978227773154,10.96261684440636,177400.85532336685
Quebec,SUV,2050,72361.18387193822,137714,24684,162398,9770.039654287406,220746.4026947748,23767.7099675269,15.110863923918837,244529.2235262256
Saskatchewan,Car,2050,2547.644270882431,9059,1637,10696,2114.8594023040423,13864.741349684888,1492.8132334266488,0.9490900749359226,15358.503673186473
Saskatchewan,SUV,2050,15354.33357938237,29569,5309,34878,5542.406755865367,50350.10994880387,5421.183745181763,3.4466412621125655,55774.74033524774
Yukon,Car,2050,107.70343382804911,370,66,436,55.66935791281766,541.07801816878,58.25773488785474,0.0370386842320473,599.3727917408668
Yukon,SUV,2050,678.8411323923808,1273,228,1501,153.5217248897301,2106.4208584107537,226.7978069906772,0.1441918806802039,2333.3628572821112
